OBJECTID_1,FID_1,NCESID,NAME,ADDRESS,CITY,COUNTY,STATE,ZIP,TELEPHONE,NAICS_CODE,NAICS_DESC,LEVEL_,TYPE,STATUS,POPULATION,ENROLLMENT,FULL_TIME_,START_GRAD,END_GRADE,precinct
1122,56314,360009104483,MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL,62 PARK PLACE,BROOKLYN,KINGS COUNTY,NY,11217,(718) 857-2291,611110,Elementary and Secondary Schools,Middle,1,1,202,189,13,06,08,78
1123,56389,360009204889,SECONDARY SCHOOL FOR LAW,237 7TH AVE,BROOKLYN,KINGS COUNTY,NY,11215,(718) 832-4250,611110,Elementary and Secondary Schools,High,1,1,506,473,33,07,12,78
1124,56448,360009205529,PARK SLOPE COLLEGIATE,237 7TH AVE,BROOKLYN,KINGS COUNTY,NY,11215,(718) 832-4300,611110,Elementary and Secondary Schools,Other,1,1,422,394,28,06,12,78
1125,56592,360009102793,PS 282 PARK SLOPE,180 6TH AVE,BROOKLYN,KINGS COUNTY,NY,11217,(718) 622-1626,611110,Elementary and Secondary Schools,Primary,1,1,1095,1033,62,PK,08,78
1126,56839,360013500812,PS 372 THE CHILDREN S SCHOOL,512 CARROLL ST,BROOKLYN,KINGS COUNTY,NY,11215,(718) 624-5271,611110,Elementary and Secondary Schools,Primary,2,1,562,492,70,PK,05,78
1127,56953,360013502311,PS 77,62 PARK PLACE,BROOKLYN,KINGS COUNTY,NY,11217,(718) 789-1191,611110,Elementary and Secondary Schools,Other,2,1,349,272,77,KG,12,78
1128,56954,360009202175,PS 39 HENRY BRISTOW,417 6TH AVE,BROOKLYN,KINGS COUNTY,NY,11215,(718) 330-9310,611110,Elementary and Secondary Schools,Primary,1,1,392,369,23,PK,05,78
1129,56956,360009202226,MS 51 WILLIAM ALEXANDER,350 5TH AVE,BROOKLYN,KINGS COUNTY,NY,11215,(718) 369-7603,611110,Elementary and Secondary Schools,Middle,1,1,1134,1074,60,06,08,78
1130,56958,360009202403,PS 107 JOHN W KIMBALL,1301 8TH AVE,BROOKLYN,KINGS COUNTY,NY,11215,(718) 499-2054,611110,Elementary and Secondary Schools,Primary,1,1,589,555,34,KG,05,78
1131,56961,360009202461,PS 124 SILAS B DUTCHER,515 4TH AVE,BROOKLYN,KINGS COUNTY,NY,11215,(718) 788-0246,611110,Elementary and Secondary Schools,Primary,1,1,371,346,25,PK,05,78
1132,56972,360009102490,PS 133 WILLIAM A BUTLER,211 8TH ST,BROOKLYN,KINGS COUNTY,NY,11217,(718) 857-4810,611110,Elementary and Secondary Schools,Primary,1,1,332,301,31,PK,05,78
1133,56985,360009202818,PS 321 WILLIAM PENN,180 7TH AVE,BROOKLYN,KINGS COUNTY,NY,11215,(718) 499-2412,611110,Elementary and Secondary Schools,Primary,1,1,1489,1402,87,PK,05,78
1134,56986,360009205531,SECONDARY SCHOOL FOR JOURNALISM,237 7TH AVE,BROOKLYN,KINGS COUNTY,NY,11215,(718) 832-4201,611110,Elementary and Secondary Schools,High,1,1,360,337,23,07,12,78
1135,97340,360009504813,IS 340,227 STERLING PLACE,BROOKLYN,KINGS COUNTY,NY,11238,NOT AVAILABLE,611110,Elementary and Secondary Schools,Middle,5,1,286,271,15,06,08,78
1136,103164,360009206292,MILLENNIUM BROOKLYN HIGH SCHOOL,237 7TH AVE,BROOKLYN,KINGS COUNTY,NY,11215,(718) 935-3550,611110,Elementary and Secondary Schools,Other,1,3,118,107,11,09,09,78
1137,56345,360009105962,"BROOKLYN COMMUNITY HIGH SCH COMMUNICATION, ARTS AN",300 WILLOUGHBY AVE,BROOKLYN,KINGS COUNTY,NY,11205,(718) 230-5748,611110,Elementary and Secondary Schools,High,1,1,490,460,30,09,12,79
1138,56356,360009105968,KNOWLEDGE AND POWER PREPARATORY VII MIDDLE SCHOOL,300 WILLOUGHBY AVE,BROOKLYN,KINGS COUNTY,NY,11205,(718) 230-3273,611110,Elementary and Secondary Schools,Middle,1,1,167,154,13,06,08,79
1139,56489,360011905813,THE URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMEN,70 TOMPKINS AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 599-0371,611110,Elementary and Secondary Schools,Middle,1,1,126,117,9,06,08,79
1140,56491,360011905816,FOUNDATIONS ACADEMY,70 TOMPKINS AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 302-5092,611110,Elementary and Secondary Schools,High,1,1,138,138,-1,09,12,79
1141,56586,360004504493,BROOKLYN CHARTER SCHOOL,545 WILLOUGHBY AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 302-2085,611110,Elementary and Secondary Schools,Primary,1,1,264,242,22,KG,05,79
1142,56590,360009100847,BEDFORD STUYVESANT PREPRETORY HIGH SCHOOL,832 MARCY AVE,BROOKLYN,KINGS COUNTY,NY,11216,(718) 622-4310,611110,Elementary and Secondary Schools,High,4,1,159,148,11,09,12,79
1143,56594,360009105508,BEDFORD ACADEMY HIGH SCHOOL,1119 BEDFORD AVE,BROOKLYN,KINGS COUNTY,NY,11217,(718) 398-3061,611110,Elementary and Secondary Schools,High,1,1,390,367,23,09,12,79
1144,56634,360009405904,UPPER SCHOOL AT PS 25,787 LAFAYETTE AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-6032,611110,Elementary and Secondary Schools,Middle,1,1,239,221,18,06,08,79
1145,56674,360009105695,SATELLITE EAST MIDDLE SCHOOL,344 MONROE ST,BROOKLYN,KINGS COUNTY,NY,11216,(718) 789-4251,611110,Elementary and Secondary Schools,Middle,1,1,235,220,15,06,08,79
1146,56679,360009105811,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,141 MACON ST,BROOKLYN,KINGS COUNTY,NY,11216,(718) 783-4842,611110,Elementary and Secondary Schools,Other,1,1,241,225,16,06,12,79
1147,56696,360017005867,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,510 WAVERLY AVE,BROOKLYN,KINGS COUNTY,NY,11238,(718) 622-4786,611110,Elementary and Secondary Schools,Other,1,1,576,533,43,KG,10,79
1148,56713,360009402123,PS 25 EUBIE BLAKE SCHOOL,787 LAFAYETTE AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-2336,611110,Elementary and Secondary Schools,Primary,1,1,352,325,27,PK,05,79
1149,56763,360011902804,PS 297 ABRAHAM STOCKTON,700 PARK AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 388-4581,611110,Elementary and Secondary Schools,Primary,1,1,370,341,29,PK,05,79
1150,56784,360017205868,LEADERSHIP PREPARATORY BEDFORD STUYVESANT CHARTER,141 MACON ST 1ST FL,BROOKLYN,KINGS COUNTY,NY,11216,(718) 636-0360,611110,Elementary and Secondary Schools,Primary,1,1,510,468,42,KG,06,79
1151,56948,360013502020,PS 368,70 TOMPKINS AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 388-9494,611110,Elementary and Secondary Schools,Other,2,1,327,273,54,KG,12,79
1152,56971,360009102237,PS 54 SAMUEL C BARNES,195 SANFORD ST,BROOKLYN,KINGS COUNTY,NY,11205,(718) 834-6752,611110,Elementary and Secondary Schools,Primary,1,1,308,279,29,PK,05,79
1153,56974,360009102772,PS 256 BENJAMIN BANNEKER,114 KOSCIUSKO ST,BROOKLYN,KINGS COUNTY,NY,11216,(718) 857-9820,611110,Elementary and Secondary Schools,Primary,1,1,405,377,28,PK,05,79
1154,56994,360011902565,PS 157 BENJAMIN FRANKLIN,850 KENT AVE,BROOKLYN,KINGS COUNTY,NY,11205,(718) 622-9285,611110,Elementary and Secondary Schools,Primary,1,1,457,422,35,PK,06,79
1155,57000,360009102050,PS 3 THE BEDFORD VILLAGE,50 JEFFERSON AVE,BROOKLYN,KINGS COUNTY,NY,11216,(718) 622-2960,611110,Elementary and Secondary Schools,Primary,1,1,661,617,44,PK,05,79
1156,57001,360009102809,PS 305 DR PETER RAY,344 MONROE ST,BROOKLYN,KINGS COUNTY,NY,11216,(718) 789-3962,611110,Elementary and Secondary Schools,Primary,1,1,330,308,22,PK,05,79
1157,57002,360013500806,PS 373 BROOKLYN TRANSITION CENTER,185 ELLERY ST,BROOKLYN,KINGS COUNTY,NY,11206,(718) 782-6800,611110,Elementary and Secondary Schools,High,2,1,363,314,49,10,12,79
1158,57030,360011902116,PS 23 CARTER G WOODSON,545 WILLOUGHBY AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 387-0375,611110,Elementary and Secondary Schools,Primary,1,1,316,296,20,PK,05,79
1159,57058,360009102195,PS 44 MARCUS GARVEY,432 MONROE ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 834-6939,611110,Elementary and Secondary Schools,Primary,1,1,366,340,26,PK,05,79
1160,57060,360009102356,PS 93 WILLIAM H PRESCOTT,31 NEW YORK AVE,BROOKLYN,KINGS COUNTY,NY,11216,(718) 604-7363,611110,Elementary and Secondary Schools,Primary,1,1,418,392,26,PK,05,79
1161,57554,360011902255,PS 59 WILLIAM FLOYD,211 THROOP AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 443-3600,611110,Elementary and Secondary Schools,Primary,1,1,446,418,28,PK,05,79
1162,57922,360009105563,BROOKLYN ACADEMY HIGH SCHOOL,832 MARCY AVE,BROOKLYN,KINGS COUNTY,NY,11216,(718) 638-4235,611110,Elementary and Secondary Schools,High,4,1,195,184,11,10,12,79
1163,97268,360009106029,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,300 WILLOUGHBY AVE,BROOKLYN,KINGS COUNTY,NY,11205,NOT AVAILABLE,611110,Elementary and Secondary Schools,High,5,1,222,211,11,09,12,79
1164,97301,360009406049,BRIGHTER CHOICE COMMUNITY SCHOOL,280 HART ST,BROOKLYN,KINGS COUNTY,NY,11206,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,164,154,10,PK,05,79
1165,97323,360009406061,YOUNG SCHOLARS ACADEMY FOR DISCOVERY AND EXPLORATI,280 HART ST,BROOKLYN,KINGS COUNTY,NY,11206,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,224,208,16,PK,05,79
1166,103003,360105406295,BROOKLYN SUCCESS ACADEMY CHARTER,70 TOMPKINS AVE,BROOKLYN,KINGS COUNTY,NY,11206,NOT AVAILABLE,611110,Elementary and Secondary Schools,Unknown,5,3,10,-2,10,N,N,79
1167,56450,360009402163,MS 35 STEPHEN DECATUR,272 MCDONOUGH ST,BROOKLYN,KINGS COUNTY,NY,11233,(718) 574-2345,611110,Elementary and Secondary Schools,Middle,1,1,243,230,13,06,08,81
1168,56452,360009404053,"MS 267 MATH, SCIENCE AND TECHNOLOGY",800 GATES AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-2318,611110,Elementary and Secondary Schools,Middle,1,1,369,339,30,06,08,81
1169,56454,360009405518,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,1010 LAFAYETTE AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-2820,611110,Elementary and Secondary Schools,Other,1,1,468,438,30,06,12,81
1170,56456,360009405927,GOTHAM PROFESSIONAL ARTS ACADEMY,265 RALPH AVE,BROOKLYN,KINGS COUNTY,NY,11233,(718) 455-0746,611110,Elementary and Secondary Schools,High,1,1,315,293,22,09,12,81
1171,56477,360011405700,EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESA,225 PATCHEN AVE,BROOKLYN,KINGS COUNTY,NY,11233,(718) 638-1830,611110,Elementary and Secondary Schools,Primary,1,1,546,501,45,KG,08,81
1172,56629,360009404059,SCHOOL OF BUSINESS FINANCE AND ENTREPRENEURSHIP,125 STUYVESANT AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 602-3271,611110,Elementary and Secondary Schools,Middle,1,1,205,188,17,06,08,81
1173,56710,360009402054,PS 5 DR RONALD MCNAIR,820 HANCOCK ST,BROOKLYN,KINGS COUNTY,NY,11233,(718) 574-2333,611110,Elementary and Secondary Schools,Primary,1,1,440,409,31,PK,05,81
1174,56721,360009402813,PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY,794 MONROE ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-2381,611110,Elementary and Secondary Schools,Primary,1,1,393,361,32,PK,05,81
1175,56724,360009405519,PS 28 THE WARREN PREP ACADEMY,1001 HERKIMER ST,BROOKLYN,KINGS COUNTY,NY,11233,(718) 467-2865,611110,Elementary and Secondary Schools,Primary,1,1,263,243,20,PK,05,81
1176,56757,360011605708,BROOKLYN EXCELSIOR CHARTER SCHOOL,856 QUINCY ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 246-5681,611110,Elementary and Secondary Schools,Primary,1,1,757,718,39,KG,08,81
1177,57045,360009401921,BOYS AND GIRLS HIGH SCHOOL,1700 FULTON ST,BROOKLYN,KINGS COUNTY,NY,11213,(718) 467-1700,611110,Elementary and Secondary Schools,High,1,1,1669,1597,72,09,12,81
1178,57046,360009402108,PS 21 CRISPUS ATTUCKS,180 CHAUNCEY ST,BROOKLYN,KINGS COUNTY,NY,11233,(718) 493-9681,611110,Elementary and Secondary Schools,Primary,1,1,696,652,44,PK,05,81
1179,57425,360009402128,PS 26 JESSE OWENS,1014 LAFAYETTE AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 919-5707,611110,Elementary and Secondary Schools,Primary,1,1,335,306,29,PK,05,81
1180,57429,360009402178,PS 40 GEORGE W CARVER,265 RALPH AVE,BROOKLYN,KINGS COUNTY,NY,11233,(718) 574-2353,611110,Elementary and Secondary Schools,Primary,1,1,364,337,27,PK,05,81
1181,57437,360009402320,PS 81 THADDEUS STEVENS,990 DEKALB AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-2365,611110,Elementary and Secondary Schools,Primary,1,1,420,385,35,PK,05,81
1182,57440,360009402499,JHS 57 WHITELAW REID,125 STUYVESANT AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-2357,611110,Elementary and Secondary Schools,Middle,1,1,250,233,17,06,08,81
1183,57446,360009402779,PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,500 MACON ST,BROOKLYN,KINGS COUNTY,NY,11233,(718) 453-0780,611110,Elementary and Secondary Schools,Primary,1,1,470,438,32,PK,07,81
1184,57486,360009402812,PS 308 CLARA CARDWELL,616 QUINCY ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-2373,611110,Elementary and Secondary Schools,Primary,1,1,690,644,46,PK,08,81
1185,97010,360100006112,EXCELLENCE GIRLS CHARTER SCHOOL,794 MONROE ST 3RD FL,BROOKLYN,KINGS COUNTY,NY,11221,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,339,311,28,KG,03,81
1186,100108,360009404079,BROOKLYN HIGH SCHOOL LAW AND TECH,1396 BROADWAY,BROOKLYN,KINGS COUNTY,NY,11221,(718) 919-1256,611110,Elementary and Secondary Schools,Unknown,1,1,19,-2,19,N,N,81
1187,97312,360009406050,BROOKLYN BROWNSTONE SCHOOL,272 MCDONOUGH ST,BROOKLYN,KINGS COUNTY,NY,11233,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,214,200,14,PK,04,81
1188,100381,360102906236,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,82 LEWIS AVE,BROOKLYN,KINGS COUNTY,NY,11213,(212) 437-8318,611110,Elementary and Secondary Schools,Unknown,1,1,17,-2,17,N,N,81
1189,97642,360096106071,LA CIMA CHARTER SCHOOL,800 GATES AVE,BROOKLYN,KINGS COUNTY,NY,11221,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,347,318,29,KG,04,81
1190,97653,360096506044,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,800 GATES AVE 4TH FL,BROOKLYN,KINGS COUNTY,NY,11221,NOT AVAILABLE,611110,Elementary and Secondary Schools,Middle,5,1,289,264,25,05,08,81
1191,97960,360009406122,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,125 STUYVESANT AVE,BROOKLYN,KINGS COUNTY,NY,11221,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,1,173,156,17,09,11,81
1192,102946,360104806255,TEACHING FIRMS OF AMERICA PROFESSIONAL PREP CHARTE,616 QUINCY ST 3RD FL,BROOKLYN,KINGS COUNTY,NY,11221,(718) 285-3787,611110,Elementary and Secondary Schools,Unknown,1,3,11,-2,11,N,N,81
1193,56435,360009702334,PS 86 THE IRVINGTON,220 IRVING AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 574-0252,611110,Elementary and Secondary Schools,Primary,1,1,548,514,34,KG,05,83
1194,56440,360009702582,JHS 162 THE WILLOUGHBY,1390 WILLOUGHBY AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 821-4860,611110,Elementary and Secondary Schools,Middle,1,1,570,531,39,06,08,83
1195,56499,360009705552,ACADEMY OF URBAN PLANNING,400 IRVING AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 381-7100,611110,Elementary and Secondary Schools,High,1,1,416,393,23,09,12,83
1196,56693,360016605902,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,1300 GREENE AVE,BROOKLYN,KINGS COUNTY,NY,11207,(718) 443-1213,611110,Elementary and Secondary Schools,Other,1,1,853,788,65,KG,09,83
1197,56722,360009701789,PS 376,194 HARMAN ST,BROOKLYN,KINGS COUNTY,NY,11237,(718) 573-0781,611110,Elementary and Secondary Schools,Primary,1,1,679,640,39,KG,05,83
1198,56725,360009702457,PS 123 SUYDAM,100 IRVING AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 821-4810,611110,Elementary and Secondary Schools,Primary,1,1,950,890,60,KG,05,83
1199,56729,360009702788,PS 274 KOSCIUSKO,800 BUSHWICK AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-0273,611110,Elementary and Secondary Schools,Primary,1,1,672,633,39,PK,05,83
1200,56733,360009702799,JHS 291 ROLAND HAYES,231 PALMETTO ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-0361,611110,Elementary and Secondary Schools,Middle,1,1,688,641,47,06,08,83
1201,56736,360009702803,JHS 296 THE ANNA GONZALEZ COMMUNITY SCHOOL,125 COVERT ST,BROOKLYN,KINGS COUNTY,NY,11207,(718) 574-0288,611110,Elementary and Secondary Schools,Middle,1,1,446,412,34,06,08,83
1202,56737,360009705537,ALL CITY LEADERSHIP SECONDARY SCHOOL,1474 GATES AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 381-9653,611110,Elementary and Secondary Schools,Other,1,1,277,263,14,06,12,83
1203,56741,360009705562,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,797 BUSHWICK AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 919-4212,611110,Elementary and Secondary Schools,High,1,1,491,461,30,09,12,83
1204,56743,360009700827,EBC HIGH SCHOOL FOR PUBLIC SERVICE BUSHWICK,1155 DEKALB AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 452-3440,611110,Elementary and Secondary Schools,High,1,1,639,606,33,09,12,83
1205,56744,360009705725,BUSHWICK COMMUNITY HIGH SCHOOL,231 PALMETTO ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 443-3083,611110,Elementary and Secondary Schools,Other,1,1,408,382,26,10,10,83
1206,56745,360009702304,PS 75 MAYDA CORTIELLA,95 GROVE ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-0244,611110,Elementary and Secondary Schools,Primary,1,1,700,653,47,PK,05,83
1207,56747,360009705866,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,400 IRVING AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 381-7100,611110,Elementary and Secondary Schools,High,1,1,382,360,22,09,12,83
1208,56748,360009702829,PS 377 ALEJANDINA B DE GAUTIER,200 WOODBINE ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-0325,611110,Elementary and Secondary Schools,Primary,1,1,750,696,54,PK,08,83
1209,57025,360009702000,JHS 383 PHILIPPA SCHUYLER,1300 GREENE AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 574-0390,611110,Elementary and Secondary Schools,Middle,1,1,890,844,46,05,08,83
1210,57449,360009702199,PS 45 HORACE E GREENE,84 SCHAEFER ST,BROOKLYN,KINGS COUNTY,NY,11207,(718) 574-0235,611110,Elementary and Secondary Schools,Primary,1,1,867,815,52,PK,06,83
1211,57454,360009702400,PS 106 EDWARD EVERETT HALE,1314 PUTNAM AVE,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-0261,611110,Elementary and Secondary Schools,Primary,1,1,674,627,47,PK,05,83
1212,57460,360009702434,PS 116 ELIZABETH L FARRELL,515 KNICKERBOCKER AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 821-4623,611110,Elementary and Secondary Schools,Primary,1,1,563,523,40,KG,05,83
1213,57464,360009702526,PS 145 ANDREW JACKSON,100 NOLL ST,BROOKLYN,KINGS COUNTY,NY,11206,(718) 821-4823,611110,Elementary and Secondary Schools,Primary,1,1,931,873,58,PK,05,83
1214,57469,360009702543,PS 151 LYNDON B JOHNSON,763 KNICKERBOCKER AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 821-4800,611110,Elementary and Secondary Schools,Primary,1,1,472,443,29,PK,05,83
1215,57473,360009702806,PS 299 THOMAS WARREN FIELD SCHOOL,88 WOODBINE ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 574-0301,611110,Elementary and Secondary Schools,Primary,1,1,476,447,29,PK,05,83
1216,57478,360009702830,PS IS 384 FRANCES E CARTER,242 COOPER ST,BROOKLYN,KINGS COUNTY,NY,11207,(718) 574-0382,611110,Elementary and Secondary Schools,Primary,1,1,794,747,47,PK,08,83
1217,57482,360009704887,IS 347 SCHOOL OF HUMANITIES,35 STARR ST,BROOKLYN,KINGS COUNTY,NY,11221,(718) 821-4248,611110,Elementary and Secondary Schools,Middle,1,1,539,501,38,06,08,83
1218,57556,360011902445,PS 120 CARLOS TAPIA,18 BEAVER ST,BROOKLYN,KINGS COUNTY,NY,11206,(718) 455-1000,611110,Elementary and Secondary Schools,Primary,1,1,532,502,30,PK,05,83
1219,57583,360009704888,"IS 349 MATH, SCIENCE AND TECHNOLOGY",35 STARR ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 418-6389,611110,Elementary and Secondary Schools,Middle,1,1,503,467,36,06,08,83
1220,57587,360009705555,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,400 IRVING AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 381-7100,611110,Elementary and Secondary Schools,High,1,1,466,434,32,09,12,83
1221,100254,360101706172,BUSHWICK ASCEND CHARTER SCHOOL,751 KNICKERBOCKER AVE,BROOKLYN,KINGS COUNTY,NY,11212,(718) 240-9162,611110,Elementary and Secondary Schools,Primary,1,1,263,247,16,KG,02,83
1222,100829,360007705560,NEW YORK HARBOR SCHOOL,400 IRVING AVE,BROOKLYN,KINGS COUNTY,NY,11237,(718) 381-7100,611110,Elementary and Secondary Schools,Unknown,1,1,34,-2,34,N,N,83
1223,102987,360009706274,BROOKLYN SCHOOL FOR MATH AND RESEARC,400 IRVING AVE,BROOKLYN,KINGS COUNTY,NY,11237,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,3,50,43,7,09,09,83
1224,56312,360009101955,GEORGE WESTINGHOUSE CAREER AND TECHNICAL ED HIGH S,105 JOHNSON ST,BROOKLYN,KINGS COUNTY,NY,11201,(718) 625-6130,611110,Elementary and Secondary Schools,High,3,1,968,919,49,09,12,84
1225,56327,360009105812,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,49 FLATBUSH AVE EXT,BROOKLYN,KINGS COUNTY,NY,11201,(718) 858-0249,611110,Elementary and Secondary Schools,High,1,1,457,431,26,09,12,84
1226,56445,360009205498,THE MATH AND SCIENCE EXPLORATORY SCHOOL,345 DEAN ST,BROOKLYN,KINGS COUNTY,NY,11231,(718) 330-9328,611110,Elementary and Secondary Schools,Middle,1,1,547,491,56,06,08,84
1227,56677,360009105698,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,283 ADAMS ST,BROOKLYN,KINGS COUNTY,NY,11201,(718) 858-1160,611110,Elementary and Secondary Schools,High,1,1,479,449,30,09,12,84
1228,56684,360009202173,PS 38 THE PACIFIC,450 PACIFIC ST,BROOKLYN,KINGS COUNTY,NY,11217,(718) 330-9305,611110,Elementary and Secondary Schools,Primary,1,1,499,464,35,PK,05,84
1229,56703,360009204497,BROOKLYN HIGH SCHOOL OF THE ARTS,345 DEAN ST,BROOKLYN,KINGS COUNTY,NY,11217,(718) 855-2412,611110,Elementary and Secondary Schools,High,1,1,712,673,39,09,12,84
1230,56797,360009102453,FREEDOM ACADEMY HIGH SCHOOL,116 NASSAU ST,BROOKLYN,KINGS COUNTY,NY,11201,(718) 694-8357,611110,Elementary and Secondary Schools,High,1,1,232,218,14,09,12,84
1231,56832,360009200821,PACIFIC HIGH SCHOOL,112 SCHERMERHORN ST,BROOKLYN,KINGS COUNTY,NY,11201,(718) 855-7155,611110,Elementary and Secondary Schools,High,4,1,114,105,9,10,12,84
1232,56966,360009102064,PS 8 ROBERT FULTON,37 HICKS ST,BROOKLYN,KINGS COUNTY,NY,11201,(718) 834-6740,611110,Elementary and Secondary Schools,Primary,1,1,629,589,40,PK,05,84
1233,56984,360009202778,PS 261 PHILIP LIVINGSTON,314 PACIFIC ST,BROOKLYN,KINGS COUNTY,NY,11201,(718) 330-9275,611110,Elementary and Secondary Schools,Primary,1,1,878,822,56,PK,05,84
1234,56988,360009102796,PS 287 BAILEY K ASHFORD,50 NAVY ST,BROOKLYN,KINGS COUNTY,NY,11201,(718) 834-4745,611110,Elementary and Secondary Schools,Primary,1,1,240,217,23,PK,05,84
1235,56989,360009102811,PS 307 DANIEL HALE WILLIAMS,209 YORK ST,BROOKLYN,KINGS COUNTY,NY,11201,(718) 834-4748,611110,Elementary and Secondary Schools,Primary,1,1,349,315,34,PK,05,84
1236,57040,360009200826,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,362 SCHERMERHORN ST,BROOKLYN,KINGS COUNTY,NY,11217,(718) 222-6200,611110,Elementary and Secondary Schools,High,1,1,186,180,6,09,12,84
1237,57056,360009100867,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCI, TECH AN",49 FLATBUSH AVE EXT,BROOKLYN,KINGS COUNTY,NY,11201,(718) 243-9413,611110,Elementary and Secondary Schools,High,1,1,537,507,30,09,12,84
1238,57057,360009101371,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,49 FLATBUSH AVE EXT,BROOKLYN,KINGS COUNTY,NY,11201,(718) 643-9315,611110,Elementary and Secondary Schools,High,1,1,387,365,22,09,12,84
1239,57089,360009105696,SATELLITE WEST MIDDLE SCHOOL,209 YORK ST,BROOKLYN,KINGS COUNTY,NY,11201,(718) 834-6774,611110,Elementary and Secondary Schools,Middle,1,1,145,133,12,06,08,84
1240,57116,360013502825,PS 369 COY L COX SCHOOL,383 STATE ST,BROOKLYN,KINGS COUNTY,NY,11217,(718) 852-1701,611110,Elementary and Secondary Schools,Other,2,1,739,613,126,KG,12,84
1241,98311,360009105930,KHALIL GIBRAN INTERNATIONAL ACADEMY,50 NAVY ST 3RD FL,BROOKLYN,KINGS COUNTY,NY,11201,(718) 522-2119,611110,Elementary and Secondary Schools,Unknown,1,1,8,-2,8,N,N,84
